timestamp,open,high,low,close,volume
2024-01-02T16:00:00,45215.00,45449.20,44918.00,45393.40,20683.503
2024-01-02T17:00:00,45393.40,45423.50,44979.90,45001.20,12326.341
2024-01-02T18:00:00,45001.30,45308.40,44969.60,45189.00,10881.297
2024-01-02T19:00:00,45188.90,45286.90,44783.30,45073.20,15774.741
2024-01-02T20:00:00,45073.30,45223.10,44762.40,44825.20,15030.281
2024-01-02T21:00:00,44825.10,45155.00,44598.00,45155.00,16920.986
2024-01-02T22:00:00,45154.90,45338.90,44871.00,45006.70,11592.184
2024-01-02T23:00:00,45006.70,45083.10,44818.10,44979.80,7349.018
2024-01-03T00:00:00,44979.70,45250.70,44895.80,45168.10,9891.172
2024-01-03T01:00:00,45168.00,45379.20,45134.20,45347.80,6424.363
2024-01-03T02:00:00,45347.80,45463.50,45251.70,45312.70,7116.849
2024-01-03T03:00:00,45312.60,45346.80,45188.00,45297.80,3817.468
2024-01-03T04:00:00,45297.80,45309.70,45144.00,45218.80,4135.829
2024-01-03T05:00:00,45218.80,45330.00,45150.00,45200.00,4979.685
2024-01-03T06:00:00,45200.00,45405.30,45185.00,45362.70,5647.505
2024-01-03T07:00:00,45362.80,45423.00,44960.00,45030.40,12284.417
2024-01-03T08:00:00,45030.50,45240.00,45023.70,45224.10,9080.312
2024-01-03T09:00:00,45224.10,45582.30,45207.50,45378.70,14623.762
2024-01-03T10:00:00,45378.60,45420.90,45061.00,45175.70,11079.822
2024-01-03T11:00:00,45175.70,45205.30,43500.00,43728.90,83422.364
2024-01-03T12:00:00,43728.90,43738.80,40333.00,42795.80,174460.870
2024-01-03T13:00:00,42795.80,42827.10,42310.40,42545.70,33891.828
2024-01-03T14:00:00,42545.70,42546.40,42062.70,42204.10,27239.337
2024-01-03T15:00:00,42204.10,43049.90,42194.20,43014.00,33681.973
2024-01-03T16:00:00,43014.00,43595.90,42800.00,43009.20,49301.886
2024-01-03T17:00:00,43009.10,43049.80,42595.00,42914.50,19937.512
2024-01-03T18:00:00,42914.50,43064.90,41920.00,42267.60,26553.799
2024-01-03T19:00:00,42267.60,43040.00,42163.90,42600.40,25853.536
2024-01-03T20:00:00,42600.40,42850.40,42517.60,42724.50,8773.483
2024-01-03T21:00:00,42724.60,42974.50,42585.30,42927.10,11066.029
2024-01-03T22:00:00,42927.10,42949.20,42600.00,42753.60,7142.262
2024-01-03T23:00:00,42753.60,42857.90,42588.10,42849.50,5449.162
2024-01-04T00:00:00,42849.50,42997.10,42756.50,42883.40,8209.261
2024-01-04T01:00:00,42883.40,42949.30,42625.00,42716.60,7899.910
2024-01-04T02:00:00,42716.60,43236.00,42700.00,43151.00,10196.776
2024-01-04T03:00:00,43151.10,43229.00,43013.30,43119.60,6648.483
2024-01-04T04:00:00,43119.60,43216.20,42966.90,43161.10,5415.558
2024-01-04T05:00:00,43161.10,43290.00,43081.60,43191.30,5112.512
2024-01-04T06:00:00,43191.30,43238.90,43088.00,43163.70,4665.851
2024-01-04T07:00:00,43163.80,43268.00,42765.00,42775.00,18904.068
2024-01-04T08:00:00,42775.10,42978.30,42732.20,42858.70,9499.444
2024-01-04T09:00:00,42858.70,43102.80,42858.60,43020.60,7880.922
2024-01-04T10:00:00,43020.70,43123.20,42645.10,43089.50,13891.397
2024-01-04T11:00:00,43089.60,43255.00,42942.90,43188.20,10081.485
2024-01-04T12:00:00,43188.20,43450.00,43107.40,43386.20,15621.032
2024-01-04T13:00:00,43386.20,43493.20,43166.60,43344.20,10599.733
2024-01-04T14:00:00,43344.30,43785.90,43253.30,43674.00,21012.855
2024-01-04T15:00:00,43674.00,44343.10,43609.50,44050.40,42298.085
2024-01-04T16:00:00,44050.40,44135.00,43773.40,43913.10,20219.377
2024-01-04T17:00:00,43913.20,44227.60,43822.00,43983.00,17877.904
2024-01-04T18:00:00,43983.00,44158.00,43870.00,44048.20,7912.437
2024-01-04T19:00:00,44048.20,44437.50,43904.30,43950.00,21276.829
2024-01-04T20:00:00,43950.00,44840.80,43887.20,44116.70,27243.794
2024-01-04T21:00:00,44116.60,44633.00,44116.60,44434.10,17418.736
2024-01-04T22:00:00,44434.10,44754.60,44130.00,44311.70,16324.945
2024-01-04T23:00:00,44311.80,44352.90,44043.40,44143.80,7711.704
2024-01-05T00:00:00,44143.80,44246.70,43961.00,44207.50,10046.514
2024-01-05T01:00:00,44207.40,44284.00,42300.00,43374.50,48919.101
2024-01-05T02:00:00,43373.50,43949.80,43300.80,43506.40,24585.278
2024-01-05T03:00:00,43506.50,43778.70,43413.00,43469.10,8943.088
2024-01-05T04:00:00,43469.50,43632.00,43193.50,43589.30,12977.039
2024-01-05T05:00:00,43589.30,43726.40,43510.80,43644.20,6975.411
2024-01-05T06:00:00,43643.10,43951.70,43573.30,43847.90,9811.778
2024-01-05T07:00:00,43847.80,43927.80,43713.80,43769.60,7056.237
2024-01-05T08:00:00,43769.60,43947.10,43758.50,43911.60,6303.286
2024-01-05T09:00:00,43911.60,44332.40,43911.60,44147.80,21152.247
2024-01-05T10:00:00,44147.80,44160.00,43459.00,43628.20,15345.601
2024-01-05T11:00:00,43628.30,43912.90,43596.00,43769.90,11131.977
2024-01-05T12:00:00,43769.90,44119.10,43620.20,43877.70,14004.981
2024-01-05T13:00:00,43877.70,44089.40,43701.60,43978.60,16663.022
2024-01-05T14:00:00,43978.60,44060.90,43000.00,43489.60,31678.387
2024-01-05T15:00:00,43483.40,43800.00,43341.00,43495.20,20019.537
2024-01-05T16:00:00,43495.10,43593.40,43202.00,43220.80,15126.816
2024-01-05T17:00:00,43220.70,43619.90,43090.00,43603.50,18536.164
2024-01-05T18:00:00,43603.60,43699.00,43406.40,43604.40,7686.253
2024-01-05T19:00:00,43604.40,43825.20,43512.50,43599.00,9227.577
2024-01-05T20:00:00,43599.00,44500.00,43591.10,43951.60,25270.009
2024-01-05T21:00:00,43951.70,43969.70,43559.00,43936.20,12684.375
2024-01-05T22:00:00,43936.30,44040.20,43760.00,43964.20,5888.150
2024-01-05T23:00:00,43964.30,44336.70,43964.20,44145.40,14934.963
2024-01-06T00:00:00,44145.30,44214.60,43966.00,44066.00,6149.687
2024-01-06T01:00:00,44066.00,44095.50,43899.30,43961.50,5626.504
2024-01-06T02:00:00,43961.50,44009.90,43822.00,43900.10,5631.500
2024-01-06T03:00:00,43900.10,44016.80,43809.50,43925.80,4936.348
2024-01-06T04:00:00,43925.80,43972.00,43831.00,43851.10,2952.747
2024-01-06T05:00:00,43851.20,43870.60,43577.60,43695.90,9426.428
2024-01-06T06:00:00,43695.80,43699.40,43422.40,43455.40,11047.081
2024-01-06T07:00:00,43455.40,43667.70,43391.30,43645.30,8797.309
2024-01-06T08:00:00,43645.40,43749.70,43550.00,43696.10,5542.700
2024-01-06T09:00:00,43696.10,43765.00,43630.10,43653.60,4241.808
2024-01-06T10:00:00,43653.70,43777.50,43579.10,43694.60,5270.934
2024-01-06T11:00:00,43694.60,43707.70,43611.20,43669.20,3516.154
2024-01-06T12:00:00,43669.20,43748.00,43527.20,43607.40,4232.750
2024-01-06T13:00:00,43607.30,43744.30,43541.00,43701.20,4608.887
2024-01-06T14:00:00,43701.10,43925.00,43700.10,43824.40,8609.057
2024-01-06T15:00:00,43824.50,43898.00,43778.90,43863.60,4230.221
2024-01-06T16:00:00,43863.60,43973.10,43817.40,43865.40,4984.527
2024-01-06T17:00:00,43865.40,44010.70,43835.00,43962.10,5063.450
2024-01-06T18:00:00,43962.00,44149.90,43878.80,43992.70,8441.003
2024-01-06T19:00:00,43992.70,44015.10,43826.10,43903.60,4926.559
2024-01-06T20:00:00,43903.60,43960.70,43645.00,43816.40,7347.837
2024-01-06T21:00:00,43816.30,43930.40,43712.10,43881.30,4542.916
2024-01-06T22:00:00,43881.30,43920.00,43730.60,43865.80,3304.253
2024-01-06T23:00:00,43865.70,43980.00,43723.00,43956.70,5112.137
2024-01-07T00:00:00,43956.60,44267.90,43906.90,44119.00,10395.234
2024-01-07T01:00:00,44119.10,44159.10,43952.80,43961.60,5147.040
2024-01-07T02:00:00,43961.50,44088.00,43824.20,43927.60,6671.698
2024-01-07T03:00:00,43927.70,44029.60,43900.80,43937.20,3290.230
2024-01-07T04:00:00,43937.10,44032.00,43872.80,43994.80,3515.009
2024-01-07T05:00:00,43994.80,44068.20,43830.00,43880.40,4029.233
2024-01-07T06:00:00,43880.50,44087.30,43842.50,44015.40,5773.350
2024-01-07T07:00:00,44015.30,44099.60,43980.00,44071.50,3481.063
2024-01-07T08:00:00,44071.60,44161.50,43988.40,44009.90,5710.541
2024-01-07T09:00:00,44010.00,44059.70,43862.80,43923.00,6288.243
2024-01-07T10:00:00,43923.00,43991.20,43896.20,43951.40,3541.646
2024-01-07T11:00:00,43951.30,44120.00,43947.00,44054.00,5522.521
2024-01-07T12:00:00,44054.00,44138.00,43956.00,44080.90,4923.042
2024-01-07T13:00:00,44080.90,44461.80,44066.50,44406.20,17832.044
2024-01-07T14:00:00,44406.30,44486.90,44268.10,44405.00,10590.450
2024-01-07T15:00:00,44405.00,44431.20,43922.70,44035.00,15675.217
2024-01-07T16:00:00,44034.90,44180.50,43828.60,43910.70,11693.369
2024-01-07T17:00:00,43910.80,44097.90,43686.90,44056.30,11553.650
2024-01-07T18:00:00,44056.30,44171.70,44023.10,44088.00,4027.419
2024-01-07T19:00:00,44088.10,44262.30,44025.20,44238.80,4887.930
2024-01-07T20:00:00,44238.80,44262.90,44100.00,44108.20,3295.638
2024-01-07T21:00:00,44108.20,44238.00,44095.60,44218.80,3382.184
2024-01-07T22:00:00,44218.70,44218.80,43750.90,43851.30,11719.511
2024-01-07T23:00:00,43851.30,44014.70,43557.50,43916.90,17764.452
2024-01-08T00:00:00,43916.90,43975.00,43612.00,43621.80,11321.115
2024-01-08T01:00:00,43621.90,43796.20,43600.00,43699.30,6965.421
2024-01-08T02:00:00,43699.30,43793.70,43158.10,43354.80,18462.773
2024-01-08T03:00:00,43354.80,43550.00,43211.00,43501.90,12456.105
2024-01-08T04:00:00,43502.00,43603.00,43417.80,43584.70,6957.056
2024-01-08T05:00:00,43584.80,43640.80,43464.10,43630.50,6260.640
2024-01-08T06:00:00,43630.50,44431.10,43571.40,43900.00,28968.930
2024-01-08T07:00:00,43900.00,44072.00,43775.00,43970.00,10500.519
2024-01-08T08:00:00,43969.90,44065.50,43839.20,43857.00,5273.613
2024-01-08T09:00:00,43857.00,43915.00,43629.70,43716.30,6930.467
2024-01-08T10:00:00,43716.30,44133.80,43680.00,44081.60,10100.904
2024-01-08T11:00:00,44081.60,44748.50,43938.40,44637.20,26246.323
2024-01-08T12:00:00,44637.20,45180.00,44350.00,45102.90,59817.925
2024-01-08T13:00:00,45102.90,45173.90,44790.50,44915.90,20638.504
2024-01-08T14:00:00,44915.90,45099.20,44730.00,44787.50,13929.972
2024-01-08T15:00:00,44787.40,45440.00,44657.00,44969.60,30079.842
2024-01-08T16:00:00,44969.70,45170.00,44783.80,44939.20,13675.485
2024-01-08T17:00:00,44939.30,45669.90,44894.10,45643.00,28676.511
2024-01-08T18:00:00,45643.50,47155.20,45643.40,46970.20,85931.829
2024-01-08T19:00:00,46969.90,47312.00,46598.10,47006.70,40152.489
2024-01-08T20:00:00,47007.10,47183.10,46718.60,46796.10,17479.581
2024-01-08T21:00:00,46796.10,47240.30,46666.10,47087.20,16919.695
2024-01-08T22:00:00,47087.20,47143.10,46822.30,47011.20,9104.134
2024-01-08T23:00:00,47011.30,47125.00,46850.00,46972.70,8238.150
2024-01-09T00:00:00,46972.60,47173.50,46253.70,46682.40,29265.504
2024-01-09T01:00:00,46682.30,46797.00,46304.10,46574.90,16340.354
2024-01-09T02:00:00,46575.00,46795.60,46496.00,46787.50,7840.157
2024-01-09T03:00:00,46787.50,46980.00,46758.00,46932.80,8829.534
2024-01-09T04:00:00,46932.70,46950.30,46675.00,46806.40,7494.629
2024-01-09T05:00:00,46806.40,46860.00,46600.20,46721.40,6670.731
2024-01-09T06:00:00,46721.30,46850.00,46672.30,46794.50,5901.718
2024-01-09T07:00:00,46794.50,46949.90,46740.80,46841.00,5498.956
2024-01-09T08:00:00,46841.00,46891.30,46500.70,46552.20,9510.893
2024-01-09T09:00:00,46552.30,46694.10,46372.00,46497.80,12445.943
2024-01-09T10:00:00,46497.80,46692.00,46390.00,46449.90,8358.842
2024-01-09T11:00:00,46449.90,46650.00,46435.00,46624.40,7248.879
2024-01-09T12:00:00,46624.40,47080.00,45400.00,46175.50,42335.599
2024-01-09T13:00:00,46175.90,47100.00,46064.10,46835.40,38496.136
2024-01-09T14:00:00,46835.30,47019.90,46482.50,46559.90,20992.311
2024-01-09T15:00:00,46559.90,47025.60,46432.00,46868.80,25460.844
2024-01-09T16:00:00,46868.90,46977.00,46718.50,46901.20,12929.330
2024-01-09T17:00:00,46901.20,46922.20,46623.00,46718.80,10947.187
2024-01-09T18:00:00,46718.70,46732.80,46500.00,46643.60,10505.851
2024-01-09T19:00:00,46643.50,46895.90,46570.70,46873.50,7880.575
2024-01-09T20:00:00,46873.50,46937.00,46585.40,46636.10,8565.049
2024-01-09T21:00:00,46636.10,48100.00,44417.20,45450.20,165990.803
2024-01-09T22:00:00,45450.10,46272.70,45300.00,46250.70,32073.429
2024-01-09T23:00:00,46250.60,46258.40,45929.50,46114.00,11779.519
2024-01-10T00:00:00,46113.90,46252.50,45787.80,45863.90,15473.919
2024-01-10T01:00:00,45863.90,45980.50,45629.60,45944.40,9737.224
2024-01-10T02:00:00,45944.50,46104.80,45898.90,45990.00,5315.192
2024-01-10T03:00:00,45989.90,46228.40,45939.40,46133.60,6154.987
2024-01-10T04:00:00,46133.50,46200.00,45950.00,45970.40,6028.925
2024-01-10T05:00:00,45970.40,46036.60,45903.00,45988.40,4137.107
2024-01-10T06:00:00,45988.40,46076.90,45883.00,46013.90,3835.661
2024-01-10T07:00:00,46014.00,46032.00,45728.90,45766.40,7753.532
2024-01-10T08:00:00,45766.30,45876.70,45300.00,45328.20,16135.794
2024-01-10T09:00:00,45328.30,45702.10,45310.20,45666.90,14883.659
2024-01-10T10:00:00,45664.80,45740.10,45535.00,45538.90,5947.103
2024-01-10T11:00:00,45538.80,45672.50,44800.00,45530.20,17088.209
2024-01-10T12:00:00,45530.10,45680.00,44334.20,44679.20,55229.595
2024-01-10T13:00:00,44679.20,45415.80,44291.50,45120.30,38080.832
2024-01-10T14:00:00,45120.30,45424.70,44823.60,44890.30,23641.631
2024-01-10T15:00:00,44890.20,45663.30,44803.50,45569.00,32775.559
2024-01-10T16:00:00,45569.40,45745.90,45189.40,45317.90,23894.068
2024-01-10T17:00:00,45317.80,46449.90,45236.90,46409.90,36135.853
2024-01-10T18:00:00,46410.00,46678.60,45900.00,46544.20,39071.651
2024-01-10T19:00:00,46544.20,46768.00,46050.20,46498.90,30963.865
2024-01-10T20:00:00,46498.80,46518.10,44720.00,46126.00,115912.735
2024-01-10T21:00:00,46125.80,46300.00,45118.00,45960.00,61170.333
2024-01-10T22:00:00,45961.80,46965.00,45755.00,46903.30,39897.201
2024-01-10T23:00:00,46907.50,47699.30,46368.00,46662.90,59392.839
2024-01-11T00:00:00,46663.00,46729.80,46308.00,46676.00,16224.974
2024-01-11T01:00:00,46676.10,46758.00,46467.50,46506.70,8533.071
2024-01-11T02:00:00,46506.70,46635.00,46494.40,46567.40,4211.690
2024-01-11T03:00:00,46567.40,46599.70,46146.50,46502.40,11793.367
2024-01-11T04:00:00,46502.30,46511.40,46296.40,46404.90,5472.494
2024-01-11T05:00:00,46405.00,46427.80,45890.10,46073.90,12280.675
2024-01-11T06:00:00,46074.00,46098.40,45610.10,45899.80,16239.138
2024-01-11T07:00:00,45899.90,46168.00,45874.10,46096.10,8171.041
2024-01-11T08:00:00,46096.10,46320.00,46051.60,46272.00,6985.174
2024-01-11T09:00:00,46272.00,46354.00,46204.10,46212.80,5633.717
2024-01-11T10:00:00,46212.80,46875.00,46201.10,46870.40,17275.787
2024-01-11T11:00:00,46870.40,47171.00,46704.80,47068.50,20362.064
2024-01-11T12:00:00,47068.50,47468.80,46939.20,47451.10,21209.496
2024-01-11T13:00:00,47451.00,47451.00,46771.00,47329.50,31394.529
2024-01-11T14:00:00,47329.50,49027.50,47209.80,48577.90,125690.220
2024-01-11T15:00:00,48577.10,48671.00,46488.10,46813.40,100280.384
2024-01-11T16:00:00,46813.40,47065.80,45774.00,46038.00,75877.219
2024-01-11T17:00:00,46038.00,46587.60,45600.00,46517.30,33766.265
2024-01-11T18:00:00,46517.40,46663.10,46269.00,46617.80,15543.007
2024-01-11T19:00:00,46617.60,46744.00,46280.00,46698.40,10845.360
2024-01-11T20:00:00,46698.40,46973.80,46111.20,46233.90,27925.558
2024-01-11T21:00:00,46233.80,46454.40,46115.20,46156.50,10513.464
2024-01-11T22:00:00,46156.40,46443.30,46080.60,46408.80,5649.513
2024-01-11T23:00:00,46408.70,46494.00,46301.30,46337.80,4820.172
2024-01-12T00:00:00,46337.90,46536.20,46000.00,46298.90,13831.444
2024-01-12T01:00:00,46299.00,46343.70,45900.90,46144.80,10054.734
2024-01-12T02:00:00,46144.80,46266.40,46000.00,46152.20,6234.264
2024-01-12T03:00:00,46152.10,46193.20,45921.20,45997.00,7699.265
2024-01-12T04:00:00,45997.30,46118.80,45842.20,45960.40,7328.714
2024-01-12T05:00:00,45960.40,46224.90,45902.10,46200.90,6086.140
2024-01-12T06:00:00,46200.90,46380.00,46101.30,46107.10,7707.002
2024-01-12T07:00:00,46107.00,46150.00,45714.20,46002.60,14036.437
2024-01-12T08:00:00,46002.60,46004.70,45630.00,45862.30,10394.923
2024-01-12T09:00:00,45862.20,46089.80,45527.50,45938.00,18297.741
2024-01-12T10:00:00,45938.10,46150.00,45850.20,46067.60,8161.418
2024-01-12T11:00:00,46067.60,46280.00,45950.50,45958.00,11068.820
2024-01-12T12:00:00,45958.00,46120.00,45660.00,45879.80,12397.924
2024-01-12T13:00:00,45879.70,45958.30,45585.00,45788.40,13316.320
2024-01-12T14:00:00,45788.40,45929.60,45255.70,45462.90,35055.269
2024-01-12T15:00:00,45462.80,45483.00,44360.80,44495.10,61493.173
2024-01-12T16:00:00,44495.10,44719.70,43221.10,43661.20,98074.156
2024-01-12T17:00:00,43661.20,43839.00,43314.70,43836.40,38973.915
2024-01-12T18:00:00,43834.10,43962.70,43350.10,43510.10,24415.846
2024-01-12T19:00:00,43510.00,43750.00,43309.40,43497.50,17602.490
2024-01-12T20:00:00,43497.40,44000.00,43443.70,43686.80,22616.676
2024-01-12T21:00:00,43686.70,43885.20,43208.10,43466.20,18946.370
2024-01-12T22:00:00,43466.00,43479.80,41370.00,42517.90,90482.844
2024-01-12T23:00:00,42517.90,42970.00,42487.90,42788.90,21667.373
2024-01-13T00:00:00,42789.00,42997.00,42764.60,42803.00,10442.422
2024-01-13T01:00:00,42803.10,42900.00,42523.00,42688.10,13812.223
2024-01-13T02:00:00,42688.20,42865.00,42537.30,42544.50,7746.306
2024-01-13T03:00:00,42544.50,42697.50,42445.70,42625.60,7048.188
2024-01-13T04:00:00,42625.60,42871.00,42565.90,42851.70,6200.369
2024-01-13T05:00:00,42851.80,43150.00,42780.30,43111.00,10094.360
2024-01-13T06:00:00,43111.00,43184.00,42955.50,43159.60,9448.538
2024-01-13T07:00:00,43159.70,43265.10,43064.00,43102.10,8099.150
2024-01-13T08:00:00,43102.10,43255.00,43064.00,43171.00,5098.421
2024-01-13T09:00:00,43170.90,43197.60,42830.60,42927.40,8981.976
2024-01-13T10:00:00,42927.40,42933.10,42631.10,42710.30,14101.744
2024-01-13T11:00:00,42710.40,42814.10,42513.00,42631.90,14715.457
2024-01-13T12:00:00,42631.80,42773.40,42509.80,42697.20,9836.669
2024-01-13T13:00:00,42697.30,42801.10,42610.20,42744.20,7545.146
2024-01-13T14:00:00,42744.20,42980.00,42650.00,42865.40,13078.254
2024-01-13T15:00:00,42865.20,43273.40,42861.50,43159.70,14255.697
2024-01-13T16:00:00,43159.90,43193.90,42754.70,42899.10,14587.244
2024-01-13T17:00:00,42899.20,42999.90,42761.40,42899.20,6183.677
2024-01-13T18:00:00,42899.10,42908.20,42711.50,42807.90,4994.847
2024-01-13T19:00:00,42808.00,42999.90,42784.20,42791.10,5442.188
2024-01-13T20:00:00,42791.10,42928.60,42703.20,42870.50,4762.714
2024-01-13T21:00:00,42870.50,42984.10,42820.80,42969.40,3388.362
2024-01-13T22:00:00,42969.40,43067.70,42886.90,42993.90,3884.076
2024-01-13T23:00:00,42993.90,42998.10,42799.10,42846.40,3989.298
2024-01-14T00:00:00,42846.40,42896.90,42666.60,42691.20,6703.889
2024-01-14T01:00:00,42691.20,42843.10,42680.00,42771.90,3428.661
2024-01-14T02:00:00,42771.80,42835.00,42662.00,42782.90,3541.307
2024-01-14T03:00:00,42782.90,42812.50,42651.00,42691.20,4111.186
2024-01-14T04:00:00,42691.10,42714.20,42553.00,42588.10,5118.999
2024-01-14T05:00:00,42588.10,42814.40,42584.70,42757.50,3801.683
2024-01-14T06:00:00,42757.50,43000.00,42755.10,42996.60,4623.090
2024-01-14T07:00:00,42996.60,43064.40,42888.00,43012.80,6650.492
2024-01-14T08:00:00,43012.80,43033.70,42891.40,42999.00,3431.527
2024-01-14T09:00:00,42999.10,43096.10,42824.20,43065.80,5004.500
2024-01-14T10:00:00,43065.80,43077.40,42866.90,42894.90,4196.187
2024-01-14T11:00:00,42895.00,42947.50,42759.20,42836.80,5849.344
2024-01-14T12:00:00,42836.70,42858.40,42710.30,42760.30,4906.068
2024-01-14T13:00:00,42760.30,42930.10,42737.90,42894.30,3532.491
2024-01-14T14:00:00,42894.30,43014.30,42789.00,42822.90,6168.544
2024-01-14T15:00:00,42822.80,42967.00,42810.00,42908.40,3829.701
2024-01-14T16:00:00,42908.40,42975.00,42860.00,42933.00,4516.209
2024-01-14T17:00:00,42933.10,43019.10,42880.20,42979.70,5847.364
2024-01-14T18:00:00,42979.80,43017.60,42829.60,42900.60,3867.533
2024-01-14T19:00:00,42900.50,42935.70,42633.20,42665.80,8856.555
2024-01-14T20:00:00,42665.80,42755.00,42000.00,42514.70,21985.038
2024-01-14T21:00:00,42514.70,42605.20,41960.00,42558.00,21095.454
2024-01-14T22:00:00,42558.00,42665.70,42069.70,42279.90,13325.956
2024-01-14T23:00:00,42279.90,42328.00,41713.50,41734.90,26705.190
2024-01-15T00:00:00,41734.90,42371.50,41720.00,42287.20,15812.410
2024-01-15T01:00:00,42287.10,42411.70,42178.60,42280.90,6897.811
2024-01-15T02:00:00,42280.90,42424.10,42202.40,42408.50,4671.291
2024-01-15T03:00:00,42408.50,42650.00,42389.00,42571.80,9017.405
2024-01-15T04:00:00,42572.80,42637.70,42501.60,42598.00,5251.242
2024-01-15T05:00:00,42598.10,42829.80,42569.80,42746.30,8946.633
2024-01-15T06:00:00,42746.30,42799.20,42610.00,42653.10,4857.330
2024-01-15T07:00:00,42653.00,42780.00,42520.60,42713.10,6740.168
2024-01-15T08:00:00,42713.10,42784.30,42643.20,42683.50,5327.416
2024-01-15T09:00:00,42683.50,42771.30,42595.50,42759.80,4993.596
2024-01-15T10:00:00,42759.90,42771.90,42535.80,42568.10,5567.973
2024-01-15T11:00:00,42568.10,42710.00,42541.50,42699.90,5308.192
2024-01-15T12:00:00,42700.00,42723.90,42573.60,42670.20,5399.113
2024-01-15T13:00:00,42670.10,42969.00,42621.30,42856.80,10840.377
